subclass
http://www.wikidata.org/entity/Q101352
http://www.wikidata.org/entity/Q308541
http://www.wikidata.org/entity/Q308616
http://www.wikidata.org/entity/Q777342
http://www.wikidata.org/entity/Q829026
http://www.wikidata.org/entity/Q1376230
http://www.wikidata.org/entity/Q1714800
http://www.wikidata.org/entity/Q2909308
http://www.wikidata.org/entity/Q3760158
http://www.wikidata.org/entity/Q4089975
http://www.wikidata.org/entity/Q5701209
http://www.wikidata.org/entity/Q6787830
http://www.wikidata.org/entity/Q7645270
http://www.wikidata.org/entity/Q10299359
http://www.wikidata.org/entity/Q10476255
http://www.wikidata.org/entity/Q10673705
http://www.wikidata.org/entity/Q10925489
http://www.wikidata.org/entity/Q11414613
http://www.wikidata.org/entity/Q11420694
http://www.wikidata.org/entity/Q11455398
http://www.wikidata.org/entity/Q11520116
http://www.wikidata.org/entity/Q12145366
http://www.wikidata.org/entity/Q12759546
http://www.wikidata.org/entity/Q16308006
http://www.wikidata.org/entity/Q16679447
http://www.wikidata.org/entity/Q17143070
http://www.wikidata.org/entity/Q17216971
http://www.wikidata.org/entity/Q18972207
http://www.wikidata.org/entity/Q18972245
http://www.wikidata.org/entity/Q19856113
http://www.wikidata.org/entity/Q20455914
http://www.wikidata.org/entity/Q21070734
http://www.wikidata.org/entity/Q23435433
http://www.wikidata.org/entity/Q24035979
http://www.wikidata.org/entity/Q24074280
http://www.wikidata.org/entity/Q24082773
http://www.wikidata.org/entity/Q29841920
http://www.wikidata.org/entity/Q30232378
http://www.wikidata.org/entity/Q33283501
http://www.wikidata.org/entity/Q54166030
http://www.wikidata.org/entity/Q60558422
http://www.wikidata.org/entity/Q69634220
http://www.wikidata.org/entity/Q69646224
http://www.wikidata.org/entity/Q69688476
http://www.wikidata.org/entity/Q76425243
http://www.wikidata.org/entity/Q88865968
http://www.wikidata.org/entity/Q89206115
http://www.wikidata.org/entity/Q89587871
http://www.wikidata.org/entity/Q90543461
http://www.wikidata.org/entity/Q96464719
