subclass
http://www.wikidata.org/entity/Q202444
http://www.wikidata.org/entity/Q160866
http://www.wikidata.org/entity/Q245025
http://www.wikidata.org/entity/Q415699
http://www.wikidata.org/entity/Q1130279
http://www.wikidata.org/entity/Q1240901
http://www.wikidata.org/entity/Q1243157
http://www.wikidata.org/entity/Q1303227
http://www.wikidata.org/entity/Q1417657
http://www.wikidata.org/entity/Q1990654
http://www.wikidata.org/entity/Q2075910
http://www.wikidata.org/entity/Q2396897
http://www.wikidata.org/entity/Q2916264
http://www.wikidata.org/entity/Q2985549
http://www.wikidata.org/entity/Q3409032
http://www.wikidata.org/entity/Q3409033
http://www.wikidata.org/entity/Q3802578
http://www.wikidata.org/entity/Q3974881
http://www.wikidata.org/entity/Q4401011
http://www.wikidata.org/entity/Q5966676
http://www.wikidata.org/entity/Q10898440
http://www.wikidata.org/entity/Q11414613
http://www.wikidata.org/entity/Q11879590
http://www.wikidata.org/entity/Q12308941
http://www.wikidata.org/entity/Q16002012
http://www.wikidata.org/entity/Q16002862
http://www.wikidata.org/entity/Q16157771
http://www.wikidata.org/entity/Q17062806
http://www.wikidata.org/entity/Q18149192
http://www.wikidata.org/entity/Q19689753
http://www.wikidata.org/entity/Q19803443
http://www.wikidata.org/entity/Q19838177
http://www.wikidata.org/entity/Q22806973
http://www.wikidata.org/entity/Q22807258
http://www.wikidata.org/entity/Q22809413
http://www.wikidata.org/entity/Q22812393
http://www.wikidata.org/entity/Q22812564
http://www.wikidata.org/entity/Q25347167
http://www.wikidata.org/entity/Q25846004
http://www.wikidata.org/entity/Q26157554
http://www.wikidata.org/entity/Q64026473
http://www.wikidata.org/entity/Q76425243
http://www.wikidata.org/entity/Q88865969
http://www.wikidata.org/entity/Q107030739
http://www.wikidata.org/entity/Q109627184
http://www.wikidata.org/entity/Q109754145
http://www.wikidata.org/entity/Q110624975
http://www.wikidata.org/entity/Q114020880
http://www.wikidata.org/entity/Q115632900
http://www.wikidata.org/entity/Q116227318
http://www.wikidata.org/entity/Q116465683
http://www.wikidata.org/entity/Q20825907
http://www.wikidata.org/entity/Q96154120
http://www.wikidata.org/entity/Q108486313
http://www.wikidata.org/entity/Q2157456
http://www.wikidata.org/entity/Q2558739
http://www.wikidata.org/entity/Q6450026
http://www.wikidata.org/entity/Q113686468
http://www.wikidata.org/entity/Q3409029
http://www.wikidata.org/entity/Q83076627
http://www.wikidata.org/entity/Q83080356
http://www.wikidata.org/entity/Q1543672
http://www.wikidata.org/entity/Q1570717
http://www.wikidata.org/entity/Q3400964
http://www.wikidata.org/entity/Q11338460
http://www.wikidata.org/entity/Q107045794
http://www.wikidata.org/entity/Q11283653
http://www.wikidata.org/entity/Q13527797
http://www.wikidata.org/entity/Q7400535
http://www.wikidata.org/entity/Q12604261
http://www.wikidata.org/entity/Q104092288
http://www.wikidata.org/entity/Q104868059
http://www.wikidata.org/entity/Q10912844
http://www.wikidata.org/entity/Q11528106
http://www.wikidata.org/entity/Q11580724
http://www.wikidata.org/entity/Q24895726
http://www.wikidata.org/entity/Q108538054
http://www.wikidata.org/entity/Q389
http://www.wikidata.org/entity/Q10723291
http://www.wikidata.org/entity/Q18220911
http://www.wikidata.org/entity/Q53791972
http://www.wikidata.org/entity/Q110845949
http://www.wikidata.org/entity/Q116177913
http://www.wikidata.org/entity/Q88865540
http://www.wikidata.org/entity/Q105636992
http://www.wikidata.org/entity/Q88865466
http://www.wikidata.org/entity/Q88865478
